transactionId,itemIndex,name,category,qty,price,lineTotal
txn_6234bjmlvsotmjyajxjf0a,8,Hallulla Pack 6,Bakery,1,1540,1540
txn_6234bjmlvsotmjyajxjf0a,9,Huevos 15u,Dairy & Eggs,3,4870,14610
txn_6234bjmlvsotmjyajxjf0a,10,Pepino Unidad,Produce,2,860,1720
txn_vznqlhlyojkd6yi1apjjmt,0,McNuggets 10,Pantry,2,5950,11900
txn_qpchkydxvsg2qg0gogxiew,0,Queso Mantecoso Kg,Dairy & Eggs,2,10900,21800
txn_qpchkydxvsg2qg0gogxiew,1,Huevos Docena,Dairy & Eggs,1,4790,4790
txn_qpchkydxvsg2qg0gogxiew,2,Aceite Vegetal 1L,Pantry,2,2520,5040
txn_qpchkydxvsg2qg0gogxiew,3,Papel Higiénico 12u,Household,3,5890,17670
txn_qpchkydxvsg2qg0gogxiew,4,Pan Molde Integral,Bakery,2,2570,5140
txn_qpchkydxvsg2qg0gogxiew,5,Pechuga de Pollo Kg,Meat & Seafood,1,7030,7030
txn_pl1bqsvt08hab854zks5a,0,Pan Fresco Kg,Bakery,2,1700,3400
txn_pl1bqsvt08hab854zks5a,1,Kuchen,Bakery,1,2490,2490
txn_ykxa6pi39ig08mfael20kal,0,Gyozas 6u,Pantry,1,5800,5800
txn_ykxa6pi39ig08mfael20kal,1,Sake 300ml,Alcohol,1,10070,10070
txn_ykxa6pi39ig08mfael20kal,2,Handroll Salmón,Pantry,2,4420,8840
txn_ykxa6pi39ig08mfael20kal,3,Edamame,Pantry,1,4890,4890
txn_kc0f4en6oiib9u9bhl2qa,0,Entrada General,Service,3,7760,23280
txn_eq3brf30c2bkmjcgjp3x4,0,Frappuccino,Beverages,1,5750,5750
txn_eq3brf30c2bkmjcgjp3x4,1,Croissant,Bakery,1,2740,2740
txn_58uanmuu5wbim70p6rvmjh,0,Aceite Motor,Automotive,3,14130,42390
txn_58uanmuu5wbim70p6rvmjh,1,Bencina 97 Litros,Automotive,32,1330,42560
txn_f0dj4s2n3btcg0sgvrmei,0,Empanada,Bakery,1,2750,2750
txn_f0dj4s2n3btcg0sgvrmei,1,Pan Fresco Kg,Bakery,1,1810,1810
txn_txdelvbw8bmdei81upgxr,0,Plan Premium,Service,1,12990,12990
txn_bas2sk5m3qh5gf8d230wts,0,Huevos Campo 30u,Dairy & Eggs,2,6120,12240
txn_bas2sk5m3qh5gf8d230wts,1,Frutas Surtidas Kg,Produce,1,2100,2100
txn_29shdasbm89u2pk8nm5d7,0,Cargador Rápido,Electronics,2,26400,52800
txn_29shdasbm89u2pk8nm5d7,1,Cable USB-C,Electronics,3,10960,32880
txn_29shdasbm89u2pk8nm5d7,2,Teclado Mecánico,Electronics,1,122930,122930
txn_29shdasbm89u2pk8nm5d7,3,Pendrive 64GB,Electronics,1,12910,12910
txn_29shdasbm89u2pk8nm5d7,4,Audífonos Bluetooth,Electronics,1,85120,85120
txn_29shdasbm89u2pk8nm5d7,5,Mouse Gamer,Electronics,1,57540,57540
txn_x7qbg15cmkle6hii8t2i,0,Naranja Kg,Produce,2,2420,4840
txn_x7qbg15cmkle6hii8t2i,1,Leche Descremada 1L,Dairy & Eggs,1,1560,1560
txn_x7qbg15cmkle6hii8t2i,2,Arroz Grado 2 Kg,Pantry,2,1270,2540
txn_x7qbg15cmkle6hii8t2i,3,Pan de Molde Blanco,Bakery,2,1770,3540
txn_x7qbg15cmkle6hii8t2i,4,Jamón Cocido 200g,Meat & Seafood,1,2940,2940
txn_x7qbg15cmkle6hii8t2i,5,Huevos 30u,Dairy & Eggs,3,8500,25500
txn_x7qbg15cmkle6hii8t2i,6,Servilletas 100u,Household,2,1890,3780
txn_x7qbg15cmkle6hii8t2i,7,Jugo en Polvo Pack 8,Beverages,3,3680,11040
txn_x7qbg15cmkle6hii8t2i,8,Limón Kg,Produce,1,3140,3140
txn_x7qbg15cmkle6hii8t2i,9,Pollo Trutro Kg,Meat & Seafood,1,3420,3420
txn_x7qbg15cmkle6hii8t2i,10,Asado Carnicero Kg,Meat & Seafood,3,9760,29280
txn_h0yu5rjdj9v0cqllix20hxn,0,Bebida 2L,Beverages,3,3240,9720
txn_h0yu5rjdj9v0cqllix20hxn,1,Pizza Familiar 4 Quesos,Pantry,1,13850,13850
txn_uxqh5l7mpy1rws7g96u8l,0,Cerveza Pack 6,Alcohol,2,6590,13180
txn_uxqh5l7mpy1rws7g96u8l,1,Plátano Kg,Produce,1,1650,1650
txn_uxqh5l7mpy1rws7g96u8l,2,Salmón Filete Kg,Meat & Seafood,2,15350,30700
txn_5fs2ogdpajo86nqif5pxyr,0,Frappuccino,Beverages,2,5750,11500
txn_ljfrpoc4vs5tj7s32q5d,0,Viaje UberX,Service,1,9030,9030
txn_7tkfss6izuih1k5ibs2nc,0,Pimentón Kg,Produce,2,2310,4620
txn_7tkfss6izuih1k5ibs2nc,1,Ketchup 500g,Pantry,1,2230,2230
txn_7tkfss6izuih1k5ibs2nc,2,Costillar Cerdo Kg,Meat & Seafood,1,5330,5330
txn_evlfqe7oe0qrgc2zsa0fvd,0,Agua Botella,Beverages,3,1190,3570
txn_evlfqe7oe0qrgc2zsa0fvd,1,Bencina 95 Litros,Automotive,24,1340,32160
txn_ut7q88fab7tx02g54wke,0,Completo Italiano,Pantry,3,3620,10860
txn_ut7q88fab7tx02g54wke,1,Hamburguesa Clásica,Pantry,2,7670,15340
txn_s96ipwntszlexcvz42f8tr,0,Viaje Uber Comfort,Service,1,11300,11300
txn_zzuxq7by6rmw5ew390zdca,0,Choclo Unidad,Produce,1,840,840
txn_zzuxq7by6rmw5ew390zdca,1,Sal 1Kg,Pantry,2,670,1340
txn_zzuxq7by6rmw5ew390zdca,2,Azúcar 1Kg,Pantry,1,1580,1580
txn_zzuxq7by6rmw5ew390zdca,3,Crema 200ml,Dairy & Eggs,2,2060,4120
txn_zzuxq7by6rmw5ew390zdca,4,Merluza Filete Kg,Meat & Seafood,3,8650,25950
txn_jg8e3euk2x9on02sy60qa,0,Cilantro Atado,Produce,3,510,1530
txn_jg8e3euk2x9on02sy60qa,1,Legumbres 1Kg,Pantry,3,2760,8280
txn_jg8e3euk2x9on02sy60qa,2,Pimentón Kg,Produce,1,2290,2290
txn_jg8e3euk2x9on02sy60qa,3,Mayonesa 500g,Pantry,2,3200,6400
txn_5y0um2176pbgmaua695i14,0,Huevos Docena,Dairy & Eggs,3,4660,13980
txn_5y0um2176pbgmaua695i14,1,Papel Higiénico 12u,Household,2,7330,14660
txn_5y0um2176pbgmaua695i14,2,Arroz Grado 1 Kg,Pantry,2,2030,4060
txn_5y0um2176pbgmaua695i14,3,Aceite Vegetal 1L,Pantry,3,3310,9930
txn_5y0um2176pbgmaua695i14,4,Café Molido 250g,Beverages,2,5300,10600
txn_5y0um2176pbgmaua695i14,5,Vino Tinto 750ml,Alcohol,2,10920,21840
txn_5y0um2176pbgmaua695i14,6,Pizza Congelada,Frozen Foods,3,4150,12450
txn_5y0um2176pbgmaua695i14,7,Palta Hass Kg,Produce,2,6030,12060
txn_ndgjs3zfm2twj5lr0r63bf,0,Chorizo Parrillero Kg,Meat & Seafood,2,6840,13680
txn_ndgjs3zfm2twj5lr0r63bf,1,Ajo Cabeza,Produce,1,610,610
txn_ndgjs3zfm2twj5lr0r63bf,2,Ketchup 500g,Pantry,3,2100,6300
txn_ndgjs3zfm2twj5lr0r63bf,3,Atún Lata 170g,Pantry,1,2170,2170
txn_ndgjs3zfm2twj5lr0r63bf,4,Legumbres 1Kg,Pantry,1,2850,2850
txn_ndgjs3zfm2twj5lr0r63bf,5,Leche Cultivada 1L,Dairy & Eggs,2,1360,2720
txn_1hco1zzh82ab4wlcqyqy6f,0,Carga Bip!,Service,1,9000,9000
txn_75j0naoj5zl5kr7ok8h04b,0,Snack Tienda,Snacks,1,1920,1920
txn_75j0naoj5zl5kr7ok8h04b,1,Agua Botella,Beverages,1,1360,1360
txn_75j0naoj5zl5kr7ok8h04b,2,Lavado Auto,Service,3,8460,25380
txn_udfby38oku9diacucfpoos,0,Yogurt Griego Pack 4,Dairy & Eggs,3,4620,13860
txn_udfby38oku9diacucfpoos,1,Quinoa 500g,Pantry,3,4310,12930
txn_udfby38oku9diacucfpoos,2,Pavo Pechuga Kg,Meat & Seafood,2,10190,20380
txn_udfby38oku9diacucfpoos,3,Camarones Kg,Meat & Seafood,1,16000,16000
txn_ye8x0fv491jc441bwz9y15,0,Yogurt Griego Pack 4,Dairy & Eggs,1,4710,4710
txn_ye8x0fv491jc441bwz9y15,1,Camarones Kg,Meat & Seafood,2,16140,32280
txn_ye8x0fv491jc441bwz9y15,2,Pan Pita Pack 8,Bakery,2,2220,4440
txn_ye8x0fv491jc441bwz9y15,3,Pavo Pechuga Kg,Meat & Seafood,1,11670,11670
txn_ye8x0fv491jc441bwz9y15,4,Aceite Oliva 500ml,Pantry,2,6100,12200
txn_ye8x0fv491jc441bwz9y15,5,Champiñones 200g,Produce,2,2280,4560
txn_tzqxkcln2wv1t56rkfg9,0,Datos Adicionales,Service,2,9790,19580
txn_tkemnch0yjrxllp6kxkop,0,Empanada,Bakery,1,2640,2640
txn_tkemnch0yjrxllp6kxkop,1,Torta Porción,Bakery,2,3250,6500
txn_cyj2p9rxoyho3hk7dwt5f,0,Combo Popcorn Grande,Snacks,1,8700,8700
txn_g0p944cj2jvsda22kohwms,0,Pizza Mediana Pepperoni,Pantry,1,12930,12930
txn_g0p944cj2jvsda22kohwms,1,Bebida 1.5L,Beverages,3,2990,8970
txn_vzlvgmsp52ix96bxknbfp,0,Carga Bip!,Service,1,8970,8970
txn_5ej6rw2gkzv5ldxb9i4xh,0,Viaje UberX,Service,2,10530,21060
txn_a1ezhj63zagrbqfqmjkam,0,Sándwich Pollo,Pantry,1,6430,6430
txn_a1ezhj63zagrbqfqmjkam,1,Cappuccino Grande,Beverages,1,3810,3810
txn_ve6zw1aqbjfna4wknmykos,0,Plan Salud Mensual,Service,1,127530,127530
txn_rycmfx6ui4lytw5k0os8h,0,McNuggets 10,Pantry,1,5210,5210
txn_rycmfx6ui4lytw5k0os8h,1,Helado Cono,Snacks,1,780,780
txn_rycmfx6ui4lytw5k0os8h,2,Papas Medianas,Pantry,3,2650,7950
txn_b17mycdnwr9vnjng4o4mmd,0,Frutas Surtidas Kg,Produce,3,2470,7410
txn_b17mycdnwr9vnjng4o4mmd,1,Verduras Surtidas Kg,Produce,1,1590,1590
txn_yhw32bwxblmkfa5e1h4i4,0,Pizza Mediana Pepperoni,Pantry,1,10680,10680
txn_yhw32bwxblmkfa5e1h4i4,1,Bebida 1.5L,Beverages,3,2500,7500
txn_yuane4hxv60vxmwznnmfkf,0,Huevos Campo 30u,Dairy & Eggs,1,6200,6200
txn_yuane4hxv60vxmwznnmfkf,1,Frutas Surtidas Kg,Produce,1,2960,2960
txn_yuane4hxv60vxmwznnmfkf,2,Pescado Fresco Kg,Meat & Seafood,2,8420,16840
txn_el7711iiplvrc5nng8zws,0,Lechuga Unidad,Produce,2,1480,2960
txn_el7711iiplvrc5nng8zws,1,Manzana Royal Kg,Produce,1,2400,2400
txn_el7711iiplvrc5nng8zws,2,Palta Hass Kg,Produce,2,5470,10940
txn_el7711iiplvrc5nng8zws,3,Helado 1L,Frozen Foods,1,7730,7730
txn_el7711iiplvrc5nng8zws,4,Café Molido 250g,Beverages,2,4240,8480
txn_el7711iiplvrc5nng8zws,5,Fideos 400g,Pantry,1,1410,1410
txn_el7711iiplvrc5nng8zws,6,Leche Entera 1L,Dairy & Eggs,3,1480,4440
txn_el7711iiplvrc5nng8zws,7,Tomate Kg,Produce,1,1380,1380
txn_el7711iiplvrc5nng8zws,8,Yogurt Pack 4,Dairy & Eggs,1,3950,3950
txn_el7711iiplvrc5nng8zws,9,Carne Molida Kg,Meat & Seafood,1,8530,8530
txn_el7711iiplvrc5nng8zws,10,Plátano Kg,Produce,1,1260,1260
txn_el7711iiplvrc5nng8zws,11,Cerveza Pack 6,Alcohol,3,7080,21240
txn_el7711iiplvrc5nng8zws,12,Pizza Congelada,Frozen Foods,3,4500,13500
txn_xo0f387489xrtr4dd10r,0,Chorizo Parrillero Kg,Meat & Seafood,3,6450,19350
txn_xo0f387489xrtr4dd10r,1,Mayonesa 500g,Pantry,3,2960,8880
txn_xo0f387489xrtr4dd10r,2,Ajo Cabeza,Produce,1,680,680
txn_xo0f387489xrtr4dd10r,3,Costillar Cerdo Kg,Meat & Seafood,1,5380,5380
txn_rqsltt0uy6cb2iytzhp1yf,0,Aceite Motor,Automotive,3,15700,47100
txn_rqsltt0uy6cb2iytzhp1yf,1,Diesel Litros,Automotive,30,1050,31500
txn_hb88a6g8updlgpwhwy3j2,0,Leche Semidescremada 1L,Dairy & Eggs,2,1670,3340
txn_hb88a6g8updlgpwhwy3j2,1,Queso Chanco 200g,Dairy & Eggs,3,3180,9540
txn_hb88a6g8updlgpwhwy3j2,2,Cloro 1L,Cleaning Supplies,3,1320,3960
txn_3om7rlnharrfb7pb2b8zdl,0,Mantequilla 250g,Dairy & Eggs,1,3610,3610
txn_3om7rlnharrfb7pb2b8zdl,1,Reineta Filete Kg,Meat & Seafood,2,12210,24420
txn_3om7rlnharrfb7pb2b8zdl,2,Asado Carnicero Kg,Meat & Seafood,3,8190,24570
txn_3om7rlnharrfb7pb2b8zdl,3,Lavaloza 750ml,Cleaning Supplies,3,1820,5460
txn_ws3su8eneekp3bc0xefp,0,Estacionamiento Horas,Service,1,7360,7360
txn_8rf7kmj5ebyuus6nu7miaq,0,Estacionamiento Horas,Service,1,2580,2580
txn_kh1opcll0sktamtwy24m,0,Kuchen,Bakery,3,2500,7500
txn_i1jtbf0xqufg6t9g9u9ge,0,Viaje UberX,Service,1,5190,5190
txn_51eewoxq6pwnic2vy8i8u,0,Nachos,Snacks,3,5060,15180
txn_51eewoxq6pwnic2vy8i8u,1,Entrada 3D,Service,1,9080,9080
txn_apldd9ijv6031q5z5y4oi6,0,Chuleta de Cerdo Kg,Meat & Seafood,2,6350,12700
txn_apldd9ijv6031q5z5y4oi6,1,Esponja Pack 3,Cleaning Supplies,1,1010,1010
txn_apldd9ijv6031q5z5y4oi6,2,Papa Kg,Produce,2,1000,2000
txn_apldd9ijv6031q5z5y4oi6,3,Merluza Filete Kg,Meat & Seafood,1,7210,7210
txn_apldd9ijv6031q5z5y4oi6,4,Queso Chanco 200g,Dairy & Eggs,1,3120,3120
txn_apldd9ijv6031q5z5y4oi6,5,Cloro 1L,Cleaning Supplies,3,1250,3750
txn_apldd9ijv6031q5z5y4oi6,6,Harina 1Kg,Pantry,2,1290,2580
txn_apldd9ijv6031q5z5y4oi6,7,Sal 1Kg,Pantry,3,610,1830
txn_apldd9ijv6031q5z5y4oi6,8,Huevos 15u,Dairy & Eggs,2,4290,8580
txn_apldd9ijv6031q5z5y4oi6,9,Crema 200ml,Dairy & Eggs,1,2270,2270
txn_apldd9ijv6031q5z5y4oi6,10,Hallulla Pack 6,Bakery,2,1530,3060
txn_apldd9ijv6031q5z5y4oi6,11,Pepino Unidad,Produce,1,550,550
txn_apldd9ijv6031q5z5y4oi6,12,Choclo Unidad,Produce,2,820,1640
txn_apldd9ijv6031q5z5y4oi6,13,Azúcar 1Kg,Pantry,2,1320,2640
txn_vxjlx3n45jka4ocvqvi7kt,0,Estacionamiento Horas,Service,1,6070,6070
txn_127ue4w1f6oafcppqxje05,0,Estacionamiento Horas,Service,1,5150,5150
txn_hj66w8dctdm7a2o7efw9xj,0,Telefonía Fija,Service,3,11100,33300
txn_zfoz9r8d7wtoe1vs7qspb,0,Arena Gato 10L,Pet Supplies,2,14020,28040
txn_zfoz9r8d7wtoe1vs7qspb,1,Antipulgas,Pet Supplies,2,22690,45380
txn_7uqqhn2y2f4exf971gagjh,0,Magnesio 60u,Supplements,2,11440,22880
txn_u8wjm2zrj986p2g00gs16l,0,Carga Bip!,Service,1,5500,5500
txn_ymvgy6b33ia7xn2s2mykbh,0,Crema Hidratante,Personal Care,2,8190,16380
txn_ymvgy6b33ia7xn2s2mykbh,1,Desodorante,Personal Care,2,5100,10200
txn_xcclvjhkmpfpx1xlrt6g8,0,Pizza Familiar 4 Quesos,Pantry,1,13150,13150
txn_xcclvjhkmpfpx1xlrt6g8,1,Bebida 2L,Beverages,1,3140,3140
txn_xcclvjhkmpfpx1xlrt6g8,2,Pizza Mediana BBQ,Pantry,1,9470,9470
txn_sw59o1jm1ivre2lvvcx6s,0,Plan Móvil,Service,1,21130,21130
txn_mz9pd0bf5g9brao0evod1v,0,Viaje Cabify Lite,Service,1,7440,7440
txn_1is43yk2xa9ky00b1llev,0,Bencina 93 Litros,Automotive,36,1130,40680
txn_kzlhgkemfl2j2v717dkt,0,Pañales Pack,Baby Products,1,14200,14200
txn_kzlhgkemfl2j2v717dkt,1,Loratadina 10mg 30u,Pharmacy,1,4750,4750
txn_kzlhgkemfl2j2v717dkt,2,Preservativos 12u,Personal Care,3,9220,27660
txn_1575jxpw3n8kvcx5fzcdns,0,Snack Tienda,Snacks,1,1680,1680
txn_1575jxpw3n8kvcx5fzcdns,1,Lavado Auto,Service,1,6680,6680
txn_1575jxpw3n8kvcx5fzcdns,2,Bencina 93 Litros,Automotive,21,1150,24150
txn_1575jxpw3n8kvcx5fzcdns,3,Bencina 95 Litros,Automotive,35,1210,42350
txn_lx95nsjo6rs6ydq6fu0c,0,Carga Bip!,Service,1,7640,7640
txn_x3u4bgs9kfdd6owvqwdwcu,0,Pasta Dental,Personal Care,1,4790,4790
txn_x3u4bgs9kfdd6owvqwdwcu,1,Crema Hidratante,Personal Care,2,12960,25920
txn_exboreamil81jsevzqnppr,0,Salmón Filete Kg,Meat & Seafood,3,16950,50850
txn_exboreamil81jsevzqnppr,1,Papel Higiénico 12u,Household,2,6220,12440
txn_exboreamil81jsevzqnppr,2,Manzana Royal Kg,Produce,2,2400,4800
txn_exboreamil81jsevzqnppr,3,Café Molido 250g,Beverages,3,4770,14310
txn_exboreamil81jsevzqnppr,4,Pechuga de Pollo Kg,Meat & Seafood,2,6050,12100
txn_ptwpertyno8jnl7ivjv9b,0,Limón Kg,Produce,3,2190,6570
txn_ptwpertyno8jnl7ivjv9b,1,Reineta Filete Kg,Meat & Seafood,1,12970,12970
txn_8ll3mwjqksq6m2q0okt7a,0,McFlurry,Snacks,2,2860,5720
txn_8ll3mwjqksq6m2q0okt7a,1,McNuggets 10,Pantry,3,5080,15240
txn_m03gmadk3fo6fql171nb,0,Snack Tienda,Snacks,1,2330,2330
txn_m03gmadk3fo6fql171nb,1,Agua Botella,Beverages,1,1050,1050
txn_m03gmadk3fo6fql171nb,2,Lavado Auto,Service,2,7330,14660
txn_5b2he513if7gofkxivqdcl,0,Nachos,Snacks,2,5330,10660
txn_ggbyppsjeb7h7iz759fbf,0,Cerveza Pack 6,Alcohol,3,8430,25290
txn_ggbyppsjeb7h7iz759fbf,1,Helado 1L,Frozen Foods,1,6100,6100
txn_3y3k6uk15jx5yp0unq64tn,0,Snack Tienda,Snacks,3,1520,4560
txn_3y3k6uk15jx5yp0unq64tn,1,Agua Botella,Beverages,2,1190,2380
txn_3y3k6uk15jx5yp0unq64tn,2,Lavado Auto,Service,3,9740,29220
txn_axdw3tzfbbibrk0usia75v,0,Carga Bip!,Service,1,6810,6810
txn_brqis785cbhwj4wwg19lap,0,Detergente Líquido 3L,Cleaning Supplies,3,8010,24030
txn_brqis785cbhwj4wwg19lap,1,Fideos 400g,Pantry,2,970,1940
txn_brqis785cbhwj4wwg19lap,2,Aceite Vegetal 1L,Pantry,1,3430,3430
txn_brqis785cbhwj4wwg19lap,3,Arroz Grado 1 Kg,Pantry,1,1670,1670
txn_brqis785cbhwj4wwg19lap,4,Pollo Entero Kg,Meat & Seafood,2,4080,8160
txn_brqis785cbhwj4wwg19lap,5,Cerveza Pack 6,Alcohol,2,8860,17720
txn_brqis785cbhwj4wwg19lap,6,Leche Entera 1L,Dairy & Eggs,2,1610,3220
txn_brqis785cbhwj4wwg19lap,7,Papel Higiénico 12u,Household,1,7260,7260
txn_brqis785cbhwj4wwg19lap,8,Tomate Kg,Produce,3,2390,7170
txn_lhwlojkruhzpvhcrmydh,0,Jamón Cocido 200g,Meat & Seafood,2,3950,7900
txn_lhwlojkruhzpvhcrmydh,1,Cebolla Kg,Produce,1,1460,1460
txn_lhwlojkruhzpvhcrmydh,2,Zanahoria Kg,Produce,1,1200,1200
txn_lhwlojkruhzpvhcrmydh,3,Reineta Filete Kg,Meat & Seafood,1,12740,12740
txn_lhwlojkruhzpvhcrmydh,4,Naranja Kg,Produce,3,2200,6600
txn_lhwlojkruhzpvhcrmydh,5,Servilletas 100u,Household,3,1420,4260
txn_lhwlojkruhzpvhcrmydh,6,Pan de Molde Blanco,Bakery,3,2120,6360
txn_lhwlojkruhzpvhcrmydh,7,Lavaloza 750ml,Cleaning Supplies,2,2440,4880
txn_lhwlojkruhzpvhcrmydh,8,Aceite Maravilla 1L,Pantry,3,2320,6960
txn_lhwlojkruhzpvhcrmydh,9,Leche Descremada 1L,Dairy & Eggs,3,1470,4410
txn_lhwlojkruhzpvhcrmydh,10,Té Caja 100u,Beverages,1,2930,2930
txn_jtlttn4q23j74sluwnth,0,Plan Salud Mensual,Service,1,137710,137710
txn_er3uoq2evqqyk25ii4kt7,0,Pepino Unidad,Produce,3,770,2310
txn_er3uoq2evqqyk25ii4kt7,1,Azúcar 1Kg,Pantry,2,1340,2680
txn_er3uoq2evqqyk25ii4kt7,2,Chuleta de Cerdo Kg,Meat & Seafood,2,6510,13020
txn_er3uoq2evqqyk25ii4kt7,3,Merluza Filete Kg,Meat & Seafood,3,7780,23340
txn_er3uoq2evqqyk25ii4kt7,4,Hallulla Pack 6,Bakery,2,1840,3680
txn_er3uoq2evqqyk25ii4kt7,5,Cloro 1L,Cleaning Supplies,1,1320,1320
txn_er3uoq2evqqyk25ii4kt7,6,Longaniza Kg,Meat & Seafood,2,6200,12400
txn_qegzv3g3a5kjd7n2uqu36m,0,Carga Bip!,Service,1,5540,5540
txn_279kncniq94bqdbtqxkvg8,0,Viaje Cabify,Service,1,17620,17620
txn_7swya01r2ow3cb30cilc,0,Agua Potable Mes,Service,1,15540,15540
txn_livhv6bd738xr986bwc9c,0,Empanada,Bakery,2,2360,4720
txn_2n70jjm7p7jwb5lu1xt2b,0,Plátano Kg,Produce,1,1330,1330
txn_2n70jjm7p7jwb5lu1xt2b,1,Pollo Entero Kg,Meat & Seafood,2,3750,7500
txn_2n70jjm7p7jwb5lu1xt2b,2,Pechuga de Pollo Kg,Meat & Seafood,2,7180,14360
txn_2n70jjm7p7jwb5lu1xt2b,3,Carne Molida Kg,Meat & Seafood,2,9090,18180
txn_2n70jjm7p7jwb5lu1xt2b,4,Manzana Royal Kg,Produce,2,2570,5140
txn_2n70jjm7p7jwb5lu1xt2b,5,Vino Tinto 750ml,Alcohol,2,11190,22380
txn_2n70jjm7p7jwb5lu1xt2b,6,Coca Cola 3L,Beverages,1,3670,3670
txn_2n70jjm7p7jwb5lu1xt2b,7,Salmón Filete Kg,Meat & Seafood,1,19180,19180
txn_ivcujo8qqaa9lvc1hd62,0,Viaje Cabify Lite,Service,1,10500,10500
txn_pdo6501bnm0palzq77doel,0,Pescado Fresco Kg,Meat & Seafood,1,7280,7280
txn_pdo6501bnm0palzq77doel,1,Verduras Surtidas Kg,Produce,3,1750,5250
txn_pdo6501bnm0palzq77doel,2,Huevos Campo 30u,Dairy & Eggs,3,6590,19770
txn_bacsg9dfbdqfiq1fd7rm46,0,Viaje Cabify Lite,Service,3,5020,15060
txn_g6xr3f7v2g4c3ttzfmippg,0,Quinoa 500g,Pantry,2,4340,8680
txn_g6xr3f7v2g4c3ttzfmippg,1,Aceite Oliva 500ml,Pantry,3,8230,24690
txn_g6xr3f7v2g4c3ttzfmippg,2,Pan Pita Pack 8,Bakery,2,2670,5340
txn_g6xr3f7v2g4c3ttzfmippg,3,Camarones Kg,Meat & Seafood,3,16480,49440
txn_ta88o5r60urb7mh12oywa7,0,Huevos 6u,Dairy & Eggs,3,2320,6960
txn_ta88o5r60urb7mh12oywa7,1,Ajo Cabeza,Produce,3,470,1410
txn_ta88o5r60urb7mh12oywa7,2,Chorizo Parrillero Kg,Meat & Seafood,2,6530,13060
